Comp Name:atlopen19
Dancers
Abraham, Sheila:3938
["Heat", "309", "Session 3 - Friday Matinee@Friday 09:14AM-F", "G-A1 Closed Beginner Bronze American Merengue", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "312", "Session 3 - Friday Matinee@Friday 09:18AM-F", "G-A1 Closed Beginner Bronze Bachata", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "313", "Session 3 - Friday Matinee@Friday 09:20AM-F", "G-A1 Closed Beginner Bronze American Salsa", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "314", "Session 3 - Friday Matinee@Friday 09:21AM-F", "G-A1 Closed Beginner Bronze Argentine Tango", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "369", "Session 3 - Friday Matinee@Friday 10:58AM-F", "G-A1 Open Inter. Bronze Argentine Tango", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "372", "Session 3 - Friday Matinee@Friday 11:02AM-F", "G-A1 Open Inter. Bronze American Salsa", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "373", "Session 3 - Friday Matinee@Friday 11:04AM-F", "G-A1 Open Inter. Bronze Bachata", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
["Heat", "374", "Session 3 - Friday Matinee@Friday 11:05AM-F", "G-A1 Open Inter. Bronze American Merengue", "327", "Taibo, Jarin and Moraes, Tiffany", "---"]
Dancer:Taibo, Tess:3964:Heats:16
["Heat", "263", "Session 3 - Friday Matinee@Friday 08:00AM-F", "L-A1 Closed Newcomer American Merengue", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "269", "Session 3 - Friday Matinee@Friday 08:09AM-F", "L-A1 Closed Newcomer American Salsa", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "270", "Session 3 - Friday Matinee@Friday 08:10AM-F", "L-A1 Closed Newcomer Argentine Tango", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "271", "Session 3 - Friday Matinee@Friday 08:12AM-F", "L-A1 Closed Newcomer Bachata", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "272", "Session 3 - Friday Matinee@Friday 08:13AM-F", "L-A1 Closed Beginner Bronze American Merengue", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "273", "Session 3 - Friday Matinee@Friday 08:15AM-F", "L-A1 Closed Beginner Bronze American Salsa", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "274", "Session 3 - Friday Matinee@Friday 08:16AM-F", "L-A1 Closed Beginner Bronze Argentine Tango", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "275", "Session 3 - Friday Matinee@Friday 08:18AM-F", "L-A1 Closed Beginner Bronze Bachata", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "278", "Session 3 - Friday Matinee@Friday 08:22AM-F", "L-A1 Closed Pre Bronze American Merengue", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "281", "Session 3 - Friday Matinee@Friday 08:27AM-F", "L-A1 Closed Pre Bronze Argentine Tango", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "282", "Session 3 - Friday Matinee@Friday 08:28AM-F", "L-A1 Closed Pre Bronze Bachata", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "283", "Session 3 - Friday Matinee@Friday 08:30AM-F", "L-A1 Closed Pre Bronze American Salsa", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "457", "Session 3 - Friday Matinee@Friday 01:32PM-F", "L-A1 Open Inter. Bronze American Merengue", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "458", "Session 3 - Friday Matinee@Friday 01:33PM-F", "L-A1 Open Inter. Bronze Argentine Tango", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "459", "Session 3 - Friday Matinee@Friday 01:35PM-F", "L-A1 Open Inter. Bronze Bachata", "153", "Taibo, Tess and Moraes, Aghali", "---"]
["Heat", "460", "Session 3 - Friday Matinee@Friday 01:36PM-F", "L-A1 Open Inter. Bronze American Salsa", "153", "Taibo, Tess and Moraes, Aghali", "---"]
Dancer:Talley, Alexandria:4014:Heats:1
["Heat", "221", "Session 2 - Thursday Evening@Thursday 08:41PM-F", "AC- Amateur Pre-Championship Smooth (W/T/FT)", "339", "Talley, Alexandria and Kelley, Austin", "---"]
Dancer:Tams, Sabrina:2996:Heats:48
["Heat", "146", "Session 2 - Thursday Evening@Thursday 06:30PM-F", "L-A2 Closed Pre Silver American Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "147", "Session 2 - Thursday Evening@Thursday 06:31PM-F", "L-A2 Closed Pre Silver American Tango", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "148", "Session 2 - Thursday Evening@Thursday 06:33PM-F", "L-A2 Closed Pre Silver American Foxtrot", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "149", "Session 2 - Thursday Evening@Thursday 06:34PM-F", "L-A2 Closed Pre Silver American V. Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "163", "Session 2 - Thursday Evening@Thursday 06:56PM-F", "L-A2 Closed Int Silver American Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "164", "Session 2 - Thursday Evening@Thursday 06:57PM-F", "L-A2 Closed Int Silver American Tango", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "165", "Session 2 - Thursday Evening@Thursday 06:59PM-F", "L-A2 Closed Int Silver American Foxtrot", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "166", "Session 2 - Thursday Evening@Thursday 07:00PM-F", "L-A2 Closed Int Silver American V. Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "180", "Session 2 - Thursday Evening@Thursday 07:22PM-F", "L-A2 Closed Full Silver American Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "181", "Session 2 - Thursday Evening@Thursday 07:23PM-F", "L-A2 Closed Full Silver American Tango", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "182", "Session 2 - Thursday Evening@Thursday 07:25PM-F", "L-A2 Closed Full Silver American Foxtrot", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "183", "Session 2 - Thursday Evening@Thursday 07:26PM-F", "L-A2 Closed Full Silver American V. Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "222", "Session 2 - Thursday Evening@Thursday 08:46PM-F", "American Silver 6-Dance Challenge - B - Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "223", "Session 2 - Thursday Evening@Thursday 08:50PM-F", "American Silver 6-Dance Challenge - B - Tango", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "224", "Session 2 - Thursday Evening@Thursday 08:52PM-F", "American Silver 6-Dance Challenge - B - Foxtrot", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "225", "Session 2 - Thursday Evening@Thursday 08:53PM-F", "American Silver 9-Dance Challenge - B - Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "226", "Session 2 - Thursday Evening@Thursday 08:55PM-F", "American Silver 9-Dance Challenge - B - Tango", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "227", "Session 2 - Thursday Evening@Thursday 08:56PM-F", "American Silver 9-Dance Challenge - B - Foxtrot", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "228", "Session 2 - Thursday Evening@Thursday 08:58PM-F", "American Silver 9-Dance Challenge - B - V. Waltz", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "230", "Session 2 - Thursday Evening@Thursday 09:04PM-F", "L-A Closed Silver Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "232", "Session 2 - Thursday Evening@Thursday 09:13PM-F", "L-B Closed Silver Dancesport Series American Smooth (W/T/FT/VW)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "238", "Session 2 - Thursday Evening@Thursday 10:04PM-F", "L-A Closed American Smooth Silver Best of the Best & Scholarship (W/T/F/VW)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "488", "Session 3 - Friday Matinee@Friday 03:06PM-F", "L-A2 Closed Pre Silver American Cha Cha", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "489", "Session 3 - Friday Matinee@Friday 03:08PM-F", "L-A2 Closed Pre Silver American Rumba", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "490", "Session 3 - Friday Matinee@Friday 03:09PM-F", "L-A2 Closed Pre Silver American East Coast Swing", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "491", "Session 3 - Friday Matinee@Friday 03:11PM-F", "L-A2 Closed Pre Silver American Bolero", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "492", "Session 3 - Friday Matinee@Friday 03:12PM-F", "L-A2 Closed Pre Silver American Mambo", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "503", "Session 3 - Friday Matinee@Friday 03:29PM-F", "L-A2 Closed Int Silver American Cha Cha", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "504", "Session 3 - Friday Matinee@Friday 03:30PM-F", "L-A2 Closed Int Silver American Rumba", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "505", "Session 3 - Friday Matinee@Friday 03:32PM-F", "L-A2 Closed Int Silver American East Coast Swing", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "506", "Session 3 - Friday Matinee@Friday 03:33PM-F", "L-A2 Closed Int Silver American Bolero", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "507", "Session 3 - Friday Matinee@Friday 03:35PM-F", "L-A2 Closed Int Silver American Mambo", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "541", "Session 3 - Friday Matinee@Friday 04:31PM-F", "L-A2 Closed Full Silver American Cha Cha", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "542", "Session 3 - Friday Matinee@Friday 04:32PM-F", "L-A2 Closed Full Silver American Rumba", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "543", "Session 3 - Friday Matinee@Friday 04:34PM-F", "L-A2 Closed Full Silver American East Coast Swing", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "544", "Session 3 - Friday Matinee@Friday 04:35PM-F", "L-A2 Closed Full Silver American Bolero", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "545", "Session 3 - Friday Matinee@Friday 04:37PM-F", "L-A2 Closed Full Silver American Mambo", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "566", "Session 3 - Friday Matinee@Friday 05:13PM-F", "L-A Closed Silver Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "567", "Session 3 - Friday Matinee@Friday 05:18PM-F", "American Silver 6-Dance Challenge - B - Cha Cha", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "568", "Session 3 - Friday Matinee@Friday 05:22PM-F", "American Silver 6-Dance Challenge - B - Rumba", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "569", "Session 3 - Friday Matinee@Friday 05:22PM-F", "American Silver 6-Dance Challenge - B - Swing", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "574", "Session 3 - Friday Matinee@Friday 05:31PM-F", "L-B Closed Silver Dancesport Series American Rhythm (C/R/SW/B)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "575", "Session 3 - Friday Matinee@Friday 05:37PM-F", "American Silver 9-Dance Challenge - B - Cha Cha", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "578", "Session 3 - Friday Matinee@Friday 05:45PM-F", "American Silver 9-Dance Challenge - B - Bolero", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "579", "Session 3 - Friday Matinee@Friday 05:45PM-F", "American Silver 9-Dance Challenge - B - Mambo", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "576", "Session 3 - Friday Matinee@Friday 05:45PM-F", "American Silver 9-Dance Challenge - B - Rumba", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "577", "Session 3 - Friday Matinee@Friday 05:45PM-F", "American Silver 9-Dance Challenge - B - Swing", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
["Heat", "585", "Session 4 - Friday Evening@Friday 08:27PM-F", "L-A Closed American Rhythm Silver Best of the Best & Scholarship (C/R/SW/B)", "134", "Tams, Sabrina and Batters, Christjohn", "---"]
Dancer:Tan, Coree:1377:Heats:7
["Heat", "792", "Session 5 - Saturday Matinee@Saturday 03:31PM-F", "L-B2 Advanced International Cha Cha", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "793", "Session 5 - Saturday Matinee@Saturday 03:32PM-F", "L-B2 Advanced International Samba", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "794", "Session 5 - Saturday Matinee@Saturday 03:34PM-F", "L-B2 Advanced International Rumba", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "795", "Session 5 - Saturday Matinee@Saturday 03:35PM-F", "L-B2 Advanced International Paso Doble", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "796", "Session 5 - Saturday Matinee@Saturday 03:37PM-F", "L-B2 Advanced International Jive", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "805", "Session 5 - Saturday Matinee@Saturday 04:05PM-F", "L-SR1 International Latin Challenge (C/S/R)", "151", "Tan, Coree and Folker, Ian", "---"]
["Heat", "814", "Session 5 - Saturday Matinee@Saturday 04:56PM-F", "L-S1 Open GLOBAL International Latin 4 dance Scholarship (C/S/R/J)", "151", "Tan, Coree and Folker, Ian", "---"]
Dancer:Taylor, Sherry:3985:Heats:20
["Heat", "341", "Session 3 - Friday Matinee@Friday 10:07AM-S", "L-B1 Closed Int Bronze American Cha Cha", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "342", "Session 3 - Friday Matinee@Friday 10:08AM-S", "L-B1 Closed Int Bronze American Rumba", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "343", "Session 3 - Friday Matinee@Friday 10:10AM-S", "L-B1 Closed Int Bronze American East Coast Swing", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "344", "Session 3 - Friday Matinee@Friday 10:11AM-F", "L-B1 Closed Int Bronze American Bolero", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "345", "Session 3 - Friday Matinee@Friday 10:13AM-F", "L-B1 Closed Int Bronze American Mambo", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "381", "Session 3 - Friday Matinee@Friday 11:21AM-F", "L-B1 Closed Full Bronze American Cha Cha", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "382", "Session 3 - Friday Matinee@Friday 11:22AM-F", "L-B1 Closed Full Bronze American Rumba", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "383", "Session 3 - Friday Matinee@Friday 11:24AM-F", "L-B1 Closed Full Bronze American East Coast Swing", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "384", "Session 3 - Friday Matinee@Friday 11:25AM-F", "L-B1 Closed Full Bronze American Bolero", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "385", "Session 3 - Friday Matinee@Friday 11:27AM-F", "L-B1 Closed Full Bronze American Mambo", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "423", "Session 3 - Friday Matinee@Friday 12:41PM-F", "L-B1 Open Inter. Bronze American Cha Cha", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "424", "Session 3 - Friday Matinee@Friday 12:42PM-F", "L-B1 Open Inter. Bronze American Rumba", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "425", "Session 3 - Friday Matinee@Friday 12:44PM-F", "L-B1 Open Inter. Bronze American East Coast Swing", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "438", "Session 3 - Friday Matinee@Friday 01:03PM-F", "L-B1 Open Full Bronze American Cha Cha", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "439", "Session 3 - Friday Matinee@Friday 01:05PM-F", "L-B1 Open Full Bronze American Rumba", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "440", "Session 3 - Friday Matinee@Friday 01:06PM-F", "L-B1 Open Full Bronze American East Coast Swing", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "466", "Session 3 - Friday Matinee@Friday 01:53PM-S", "L-C Closed Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "484", "Session 3 - Friday Matinee@Friday 02:35PM-F", "L-C Open Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "486", "Session 3 - Friday Matinee@Friday 02:44PM-F", "L-C Closed Bronze Dancesport Series American Rhythm (C/R/SW/B)", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
["Heat", "581", "Session 4 - Friday Evening@Friday 08:00PM-S", "L-C Closed American Rhythm Bronze Best of the Best & Scholarship (C/R/SW)", "143", "Taylor, Sherry and Avanzini, Rafael", "---"]
Dancer:Thomas, Joel:3587:Heats:1
["Pro heat", "9", "Session 6 - Saturday Evening@Saturday 09:50PM-F", "Professional Showdance", "168", "Thomas, Joel and Barakat, Samantha", "---"]
Dancer:Tilford, Josh:3255:Heats:153
["Heat", "146", "Session 2 - Thursday Evening@Thursday 06:30PM-F", "L-A2 Closed Pre Silver American Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "147", "Session 2 - Thursday Evening@Thursday 06:31PM-F", "L-A2 Closed Pre Silver American Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "148", "Session 2 - Thursday Evening@Thursday 06:33PM-F", "L-A2 Closed Pre Silver American Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "149", "Session 2 - Thursday Evening@Thursday 06:34PM-F", "L-A2 Closed Pre Silver American V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "154", "Session 2 - Thursday Evening@Thursday 06:42PM-F", "L-B1 Closed Pre Silver American Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "155", "Session 2 - Thursday Evening@Thursday 06:43PM-F", "L-B1 Closed Pre Silver American Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "156", "Session 2 - Thursday Evening@Thursday 06:45PM-F", "L-B1 Closed Pre Silver American Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "157", "Session 2 - Thursday Evening@Thursday 06:46PM-F", "L-B1 Closed Pre Silver American V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "163", "Session 2 - Thursday Evening@Thursday 06:56PM-F", "L-A2 Closed Int Silver American Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "164", "Session 2 - Thursday Evening@Thursday 06:57PM-F", "L-A2 Closed Int Silver American Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "165", "Session 2 - Thursday Evening@Thursday 06:59PM-F", "L-A2 Closed Int Silver American Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "166", "Session 2 - Thursday Evening@Thursday 07:00PM-F", "L-A2 Closed Int Silver American V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "171", "Session 2 - Thursday Evening@Thursday 07:08PM-F", "L-B1 Closed Int Silver American Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "172", "Session 2 - Thursday Evening@Thursday 07:09PM-F", "L-B1 Closed Int Silver American Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "173", "Session 2 - Thursday Evening@Thursday 07:11PM-F", "L-B1 Closed Int Silver American Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "174", "Session 2 - Thursday Evening@Thursday 07:12PM-F", "L-B1 Closed Int Silver American V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "184", "Session 2 - Thursday Evening@Thursday 07:28PM-F", "L-B1 Closed Full Silver American Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "185", "Session 2 - Thursday Evening@Thursday 07:29PM-F", "L-B1 Closed Full Silver American Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "186", "Session 2 - Thursday Evening@Thursday 07:31PM-F", "L-B1 Closed Full Silver American Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "187", "Session 2 - Thursday Evening@Thursday 07:32PM-F", "L-B1 Closed Full Silver American V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "222", "Session 2 - Thursday Evening@Thursday 08:46PM-F", "American Silver 6-Dance Challenge - C - Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "223", "Session 2 - Thursday Evening@Thursday 08:50PM-F", "American Silver 6-Dance Challenge - C - Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "224", "Session 2 - Thursday Evening@Thursday 08:52PM-F", "American Silver 6-Dance Challenge - C - Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "225", "Session 2 - Thursday Evening@Thursday 08:53PM-F", "American Silver 9-Dance Challenge - C - Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "226", "Session 2 - Thursday Evening@Thursday 08:55PM-F", "American Silver 9-Dance Challenge - C - Tango", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "227", "Session 2 - Thursday Evening@Thursday 08:56PM-F", "American Silver 9-Dance Challenge - C - Foxtrot", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "228", "Session 2 - Thursday Evening@Thursday 08:58PM-F", "American Silver 9-Dance Challenge - C - V. Waltz", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "231", "Session 2 - Thursday Evening@Thursday 09:08PM-F", "L-C Closed Silver Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "233", "Session 2 - Thursday Evening@Thursday 09:23PM-F", "L-C Closed Silver Dancesport Series American Smooth (W/T/FT/VW)", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "237", "Session 2 - Thursday Evening@Thursday 09:58PM-S", "L-C Closed American Smooth Silver Best of the Best & Scholarship (W/T/F/VW)", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "239", "Session 2 - Thursday Evening@Thursday 10:10PM-F", "L-B Closed American Smooth Silver Best of the Best & Scholarship (W/T/F/VW)", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "242A", "Session 2 - Thursday Evening@Thursday 10:42PM-F", "L- Closed Silver Best of the Best American Smooth Showdance", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "488", "Session 3 - Friday Matinee@Friday 03:06PM-F", "L-A2 Closed Pre Silver American Cha Cha", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "489", "Session 3 - Friday Matinee@Friday 03:08PM-F", "L-A2 Closed Pre Silver American Rumba", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "490", "Session 3 - Friday Matinee@Friday 03:09PM-F", "L-A2 Closed Pre Silver American East Coast Swing", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "491", "Session 3 - Friday Matinee@Friday 03:11PM-F", "L-A2 Closed Pre Silver American Bolero", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "492", "Session 3 - Friday Matinee@Friday 03:12PM-F", "L-A2 Closed Pre Silver American Mambo", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "498", "Session 3 - Friday Matinee@Friday 03:21PM-F", "L-B1 Closed Pre Silver American Cha Cha", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "499", "Session 3 - Friday Matinee@Friday 03:23PM-F", "L-B1 Closed Pre Silver American Rumba", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "500", "Session 3 - Friday Matinee@Friday 03:24PM-F", "L-B1 Closed Pre Silver American East Coast Swing", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "501", "Session 3 - Friday Matinee@Friday 03:26PM-F", "L-B1 Closed Pre Silver American Bolero", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "502", "Session 3 - Friday Matinee@Friday 03:27PM-F", "L-B1 Closed Pre Silver American Mambo", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "503", "Session 3 - Friday Matinee@Friday 03:29PM-F", "L-A2 Closed Int Silver American Cha Cha", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "504", "Session 3 - Friday Matinee@Friday 03:30PM-F", "L-A2 Closed Int Silver American Rumba", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "505", "Session 3 - Friday Matinee@Friday 03:32PM-F", "L-A2 Closed Int Silver American East Coast Swing", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "506", "Session 3 - Friday Matinee@Friday 03:33PM-F", "L-A2 Closed Int Silver American Bolero", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "507", "Session 3 - Friday Matinee@Friday 03:35PM-F", "L-A2 Closed Int Silver American Mambo", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "513", "Session 3 - Friday Matinee@Friday 03:44PM-F", "L-B1 Closed Int Silver American Cha Cha", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "514", "Session 3 - Friday Matinee@Friday 03:45PM-F", "L-B1 Closed Int Silver American Rumba", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "515", "Session 3 - Friday Matinee@Friday 03:47PM-F", "L-B1 Closed Int Silver American East Coast Swing", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "516", "Session 3 - Friday Matinee@Friday 03:48PM-F", "L-B1 Closed Int Silver American Bolero", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "517", "Session 3 - Friday Matinee@Friday 03:50PM-F", "L-B1 Closed Int Silver American Mambo", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "551", "Session 3 - Friday Matinee@Friday 04:46PM-F", "L-B1 Closed Full Silver American Cha Cha", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "552", "Session 3 - Friday Matinee@Friday 04:47PM-F", "L-B1 Closed Full Silver American Rumba", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "553", "Session 3 - Friday Matinee@Friday 04:49PM-F", "L-B1 Closed Full Silver American East Coast Swing", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "554", "Session 3 - Friday Matinee@Friday 04:50PM-F", "L-B1 Closed Full Silver American Bolero", "145", "Tilford, Josh and Russo, Cheryle", "---"]
["Heat", "555", "Session 3 - Friday Matinee@Friday 04:52PM-F", "L-B1 Closed Full Silver American Mambo", "145", "Tilford, Josh and Russo, Cheryle", "---"]
